"","no","peakTime","peak","baseline1","baseline2","baseline","amplitude","relAmp","percDiff","duration","irradGain","relIrrad","irradTot","baselineTime1","baselineTime2","symmetry","z","timeInterval"
"2017",2017,97184,121.56,221.83,277.83,249.83,128.27,128.27,0.5134,18,-1622.0079254717,-1622.0079254717,3124.7622,97172,97190,"symmetric","971841",101
"2324",2324,113641,120.33,134.34,160.86,147.6,27.27,27.27,0.1848,18,-405.73453754717,-405.73453754717,2398.6591709434,113631,113649,"symmetric","1136411",21
"2330",2330,113791,698.38,973.08,768.72,870.9,172.52,172.52,0.1981,18,-1669.19308301887,-1669.19308301887,14877.8819660377,113781,113799,"symmetric","1137911",20
"2343",2343,114335,63,73.74,87.6,80.67,17.67,17.67,0.219,18,-236.414019905661,-236.414019905661,1296.36153169811,114327,114345,"symmetric","1143351",69
"2369",2369,115544,735.37,805.82,986.57,896.195,160.83,160.825,0.1795,18,-2143.94509528302,-2143.94509528302,14883.7446509434,115531,115549,"symmetric","1155441",46
"2392",2392,116504,367.51,489.38,404.45,446.915,79.4,79.405,0.1777,18,-799.952841509434,-799.952841509434,7691.4364245283,116493,116511,"symmetric","1165041",40
"2414",2414,117539,108.39,144.85,136.44,140.645,32.25,32.255,0.2293,18,-397.203481698113,-397.203481698113,2275.00190320755,117532,117550,"symmetric","1175391",45
"2445",2445,119383,32.75,51.99,51.78,51.885,19.14,19.135,0.3689,18,-171.715819245283,-171.715819245283,814.036943207547,119373,119391,"symmetric","1193831",58
"2507",2507,121691,339,947.76,873.33,910.545,571.55,571.545,0.6277,18,-6777.97862264151,-6777.97862264151,10522.3504584906,121683,121701,"symmetric","1216911",23
"2556",2556,123460,184.45,1285.87,487.46,886.665,702.21,702.215,0.792,18,-9883.10990377358,-9883.10990377358,6963.54488490566,123446,123464,"symmetric","1234601",37
"2666",2666,126850,110.83,310.24,294.87,302.555,191.73,191.725,0.6337,18,-1969.01546773585,-1969.01546773585,3779.58380773585,126839,126857,"symmetric","1268501",23
"2685",2685,127526,353.91,658.73,964.11,811.42,457.51,457.51,0.5638,18,-6505.84851792453,-6505.84851792453,8911.17609622641,127517,127535,"symmetric","1275261",22
"2730",2730,132001,247.33,361.65,328.98,345.315,97.98,97.985,0.2837,18,-926.21761981132,-926.21761981132,5634.80249433962,131992,132010,"symmetric","1320011",78
"2738",2738,132189,119.8,273.31,269.68,271.495,151.7,151.695,0.5588,18,-1290.09718018868,-1290.09718018868,3868.24445660377,132180,132198,"symmetric","1321891",39
"2893",2893,136885,360.67,398.91,381.69,390.3,29.63,29.63,0.0759,18,-366.960260377358,-366.960260377358,7048.71898301887,136878,136896,"symmetric","1368851",39
"2910",2910,137400,587.69,685.4,914.29,799.845,212.15,212.155,0.2652,18,-3317.13840566038,-3317.13840566038,11879.8990641509,137387,137405,"symmetric","1374001",32
"2918",2918,137612,79.05,136.8,92.6,114.7,35.65,35.65,0.3108,18,-418.164734716981,-418.164734716981,1761.15873566038,137605,137623,"symmetric","1376121",13
"2974",2974,140387,220.47,238.19,265.44,251.815,31.34,31.345,0.1245,18,-381.274751886793,-381.274751886793,4403.21894150943,140381,140399,"symmetric","1403871",58
"3010",3010,141738,173.67,195.49,229.9,212.695,39.03,39.025,0.1835,18,-393.604089622641,-393.604089622641,3647.56841320755,141733,141751,"symmetric","1417381",29
"3014",3014,141858,336.94,375.71,502.96,439.335,102.39,102.395,0.2331,18,-1645.81479339623,-1645.81479339623,6701.52003962264,141843,141861,"symmetric","1418581",21
"3067",3067,144025,21.63,32.43,27.28,29.855,8.23,8.225,0.2757,18,-123.751066415094,-123.751066415094,443.541562641509,144020,144038,"symmetric","1440251",28
"11",11,560,232.62,295.63,263.68,279.655,47.03,47.035,0.1682,17,-447.53678490566,-447.53678490566,4586.25284150943,549,566,"symmetric","5601",24
"53",53,1786,32.18,86.98,45.13,66.055,33.88,33.875,0.5129,17,-353.841057169811,-353.841057169811,835.144356226415,1778,1795,"symmetric","17861",22
"67",67,2285,334.02,673.83,1340.36,1007.095,673.08,673.075,0.6683,17,-5866.47358301887,-5866.47358301887,12261.1625830189,2274,2291,"symmetric","22851",24
"115",115,4022,366.48,410.7,469.65,440.175,73.69,73.695,0.1674,17,-725.323754716981,-725.323754716981,7197.82833396226,4018,4035,"symmetric","40221",45
"127",127,4341,387.22,467.84,571.56,519.7,132.48,132.48,0.2549,17,-1384.09323962264,-1384.09323962264,7970.51025849057,4334,4351,"symmetric","43411",26
"259",259,10370,629.81,822.67,750.97,786.82,157.01,157.01,0.1996,17,-1625.85050943396,-1625.85050943396,12536.8744754717,10363,10380,"symmetric","103701",28
"303",303,12261,419.83,549.23,654.25,601.74,181.91,181.91,0.3023,17,-816.508766037736,-816.508766037736,10014.884745283,12254,12271,"symmetric","122611",13
"356",356,14260,379.2,1907.49,1326.02,1616.755,1237.56,1237.555,0.7655,17,-17954.2021584906,-17954.2021584906,11147.3937849057,14254,14271,"symmetric","142601",14
"359",359,14314,341.97,481.62,2015.37,2015.37,1673.4,1673.4,0.8303,17,-11382.5896641509,-11382.5896641509,11090.3237490566,14312,14329,"asymmetric","143141",10
"367",367,14456,219.66,529.94,595.13,562.535,342.88,342.875,0.6095,17,-3662.98724716981,-3662.98724716981,6462.68276037736,14450,14467,"symmetric","144561",15
"413",413,15651,67.75,140.74,97.55,119.145,51.4,51.395,0.4314,17,-576.165703584906,-576.165703584906,1568.37849792453,15640,15657,"symmetric","156511",19
"418",418,15850,110.2,162.26,148.81,155.535,45.33,45.335,0.2914,17,-581.144320188679,-581.144320188679,2218.52302132075,15848,15865,"symmetric","158501",112
"522",522,19429,710.08,825.25,726.57,775.91,65.83,65.83,0.0848,17,-792.086756603774,-792.086756603774,13174.3481773585,19421,19438,"symmetric","194291",30
"602",602,26131,89.6,191.06,190.57,190.815,101.22,101.215,0.5305,17,-1003.01563018868,-1003.01563018868,2431.65105849057,26124,26141,"symmetric","261311",67
"609",609,26398,710.21,974.56,1129.09,1051.825,341.61,341.615,0.3248,17,-3259.85464528302,-3259.85464528302,15672.9964075472,26391,26408,"symmetric","263981",31
"663",663,29801,326.33,408,363.28,385.64,59.31,59.31,0.1538,17,-415.189969811321,-415.189969811321,6526.31608867924,29790,29807,"symmetric","298011",801
"667",667,29974,290.57,379.5,308.75,344.125,53.56,53.555,0.1556,17,216.271035849057,216.271035849057,6410.52030566038,29959,29976,"symmetric","299741",53
"679",679,30332,88.31,126.3,220.66,173.48,85.17,85.17,0.4909,17,-1049.54404245283,-1049.54404245283,2073.02124056604,30324,30341,"symmetric","303321",24
"699",699,30614,372.07,667.81,533.12,600.465,228.39,228.395,0.3804,17,-2703.66687169811,-2703.66687169811,8104.75244150943,30603,30620,"symmetric","306141",16
"759",759,32561,130.02,194.51,264.22,229.365,99.34,99.345,0.4331,17,-731.908586037736,-731.908586037736,3396.68372716981,32552,32569,"symmetric","325611",12
"891",891,40679,117.76,243.39,202.74,223.065,105.3,105.305,0.4721,17,-1457.38991207547,-1457.38991207547,2557.77886528302,40676,40693,"symmetric","406791",111
"1081",1081,49970,262.13,303.49,284.47,293.98,31.85,31.85,0.1083,17,-514.163207547169,-514.163207547169,4777.51941509434,49966,49983,"symmetric","499701",190
"1126",1126,51669,210.25,696.41,682.15,689.28,479.03,479.03,0.695,17,-5707.02212830189,-5707.02212830189,6699.97986792453,51662,51679,"symmetric","516691",10
"1177",1177,53712,306.53,1649.02,1351.76,1500.39,1193.86,1193.86,0.7957,17,-16562.9112283019,-16562.9112283019,10444.1653188679,53699,53716,"symmetric","537121",25
"1211",1211,56081,454.41,1149.88,1071.3,1110.59,656.18,656.18,0.5908,17,-6715.76576603774,-6715.76576603774,13274.8986735849,56075,56092,"symmetric","560811",24
"1252",1252,61757,543.59,1214.31,1033.57,1123.94,580.35,580.35,0.5164,17,-8094.54881886793,-8094.54881886793,12136.3888245283,61754,61771,"symmetric","617571",14
"1358",1358,69610,276.47,481.84,675.33,578.585,302.12,302.115,0.5222,17,-3703.86961132075,-3703.86961132075,6710.69224528302,69599,69616,"symmetric","696101",43
"1428",1428,72840,764.86,909.57,790.66,850.115,85.25,85.255,0.1003,17,1434.40943773585,1434.40943773585,16736.4406867925,72832,72849,"symmetric","728401",22
"1447",1447,73756,673.72,1007.07,793.16,900.115,226.39,226.395,0.2515,17,-2322.6835245283,-2322.6835245283,13879.3885471698,73746,73763,"symmetric","737561",20
"1537",1537,76836,248.02,484.04,314.15,399.095,151.08,151.075,0.3786,17,-1766.08589433962,-1766.08589433962,5417.70140377358,76823,76840,"symmetric","768361",26
"1547",1547,77181,598.85,820.3,684.09,752.195,153.34,153.345,0.2039,17,-384.621181132075,-384.621181132075,13154.8563339623,77168,77185,"symmetric","771811",26
"1580",1580,78091,602.6,653.38,818.39,735.885,133.28,133.285,0.1811,17,-861.605949056604,-861.605949056604,12384.2693377358,78088,78105,"symmetric","780911",37
"1592",1592,78686,52.9,79.15,64.24,71.695,18.79,18.795,0.2621,17,-210.613659622642,-210.613659622642,1079.92059792453,78678,78695,"symmetric","786861",19
"1642",1642,80283,229.56,544.92,998.11,771.515,541.95,541.955,0.7024,17,-6312.59251132075,-6312.59251132075,7574.69029245283,80273,80290,"symmetric","802831",21
"1650",1650,80425,183.76,678.94,435.49,557.215,373.46,373.455,0.6702,17,-4833.05641132075,-4833.05641132075,5196.81841132075,80419,80436,"symmetric","804251",33
"1652",1652,80450,370.27,1054.69,618.31,836.5,466.23,466.23,0.5574,17,-4977.41235283019,-4977.41235283019,10079.5786132075,80444,80461,"symmetric","804501",25
"1678",1678,81304,339.95,711.9,800.94,756.42,416.47,416.47,0.5506,17,-4543.67375660377,-4543.67375660377,9071.85985471698,81299,81316,"symmetric","813041",43
"1731",1731,82946,56.97,67.65,73.66,70.655,13.69,13.685,0.1938,17,-134.158226603774,-134.158226603774,1137.66160754717,82939,82956,"symmetric","829461",82
"1774",1774,84602,513.7,663.05,656.66,659.855,146.15,146.155,0.2215,17,-1313.6498490566,-1313.6498490566,10563.7142377358,84592,84609,"symmetric","846021",79
"1813",1813,89081,194.53,262.28,208.97,235.625,41.09,41.095,0.1744,17,-498.446371698113,-498.446371698113,3742.8430754717,89075,89092,"symmetric","890811",41
"1855",1855,91053,182.74,292.87,210.26,251.565,68.82,68.825,0.2736,17,-672.180520754717,-672.180520754717,3856.00985660377,91045,91062,"symmetric","910531",18
"1880",1880,91956,174.15,228.23,182.22,205.225,31.07,31.075,0.1514,17,-85.367377358491,-85.367377358491,3608.67292641509,91942,91959,"symmetric","919561",26
"1955",1955,95074,209.5,294.76,562.81,428.785,219.28,219.285,0.5114,17,-2848.5648509434,-2848.5648509434,4869.63920377358,95061,95078,"symmetric","950741",18
"1965",1965,95653,488.88,948.39,1248.14,1098.265,609.39,609.385,0.5549,17,-6462.44157735849,-6462.44157735849,13306.3450641509,95638,95655,"symmetric","956531",57
"1995",1995,96360,82.82,105.79,127.03,116.41,33.59,33.59,0.2885,17,-336.777221886792,-336.777221886792,1758.57833886792,96354,96371,"symmetric","963601",73
"2316",2316,113455,26.83,36.27,43.45,39.86,13.03,13.03,0.3269,17,-123.748177924528,-123.748177924528,593.697890377358,113452,113469,"symmetric","1134551",31
"2344",2344,114352,76.9,89.52,90.81,90.165,13.26,13.265,0.1471,17,-117.516931132075,-117.516931132075,1505.46632943396,114349,114366,"symmetric","1143521",17
"2402",2402,117199,218.96,281.11,339.55,310.33,91.37,91.37,0.2944,17,-854.892764150943,-854.892764150943,4731.0489509434,117191,117208,"symmetric","1171991",34
"2407",2407,117378,289.9,448.36,299.01,448.36,158.46,158.46,0.3534,17,-221.57967735849,-221.57967735849,6504.73169433962,117364,117381,"asymmetric","1173781",25
"2465",2465,120229,87.01,168.41,123.07,145.74,58.73,58.73,0.403,17,-447.44126264151,-447.44126264151,2175.89014867925,120225,120242,"symmetric","1202291",15
"2490",2490,121029,138.89,624.97,398,511.485,372.6,372.595,0.7285,17,-3574.23260943396,-3574.23260943396,5632.5411509434,121014,121031,"symmetric","1210291",23
"2493",2493,121296,163.84,203.91,217.66,210.785,46.94,46.945,0.2227,17,-473.089109433962,-473.089109433962,3321.02990377358,121287,121304,"symmetric","1212961",58
"2555",2555,123423,189.21,875.71,874.23,874.97,685.76,685.76,0.7838,17,-7728.97586603774,-7728.97586603774,8020.4665245283,123413,123430,"symmetric","1234231",13
"2578",2578,124140,401.57,581.34,466.66,524,122.43,122.43,0.2336,17,-647.191392452831,-647.191392452831,8784.80974528302,124127,124144,"symmetric","1241401",33
"2594",2594,124394,175.11,783.02,252.89,783.02,607.91,607.91,0.7764,17,-3097.82696603774,-3097.82696603774,6225.38933773585,124386,124403,"asymmetric","1243941",19
"2607",2607,124927,372.6,1611.73,637.4,1124.565,751.96,751.965,0.6687,17,-9953.36940566037,-9953.36940566037,10288.7627433962,124920,124937,"symmetric","1249271",15
"2630",2630,125788,434.53,469.98,489.96,479.97,45.44,45.44,0.0947,17,-581.902828301887,-581.902828301887,8057.55854716981,125780,125797,"symmetric","1257881",74
"2781",2781,133593,521.23,675.88,651.21,663.545,142.32,142.315,0.2145,17,-1702.85612264151,-1702.85612264151,10240.9614339623,133587,133604,"symmetric","1335931",16
"2811",2811,134288,53.16,77.96,157.71,117.835,64.68,64.675,0.5489,17,-710.099162830189,-710.099162830189,1410.95797301887,134280,134297,"symmetric","1342881",12
"2966",2966,140031,223.46,352.42,262.34,307.38,83.92,83.92,0.273,17,-1094.52229811321,-1094.52229811321,4438.2433754717,140026,140043,"symmetric","1400311",17
"3026",3026,142926,68.53,109.99,190.02,150.005,81.47,81.475,0.5431,17,-832.783377735849,-832.783377735849,1867.35363962264,142920,142937,"symmetric","1429261",33
"3027",3027,142950,83.18,190.02,137.73,163.875,80.69,80.695,0.4924,17,-550.890923773585,-550.890923773585,2398.84634037736,142937,142954,"symmetric","1429501",24
"3045",3045,143484,27.12,31.85,32.02,31.935,4.82,4.815,0.1509,17,-53.3355384905661,-53.3355384905661,521.441347924528,143480,143497,"symmetric","1434841",51
"8",8,487,429.93,1763.27,1110.44,1436.855,1006.92,1006.925,0.7008,16,-14601.687945283,-14601.687945283,9824.85558679245,479,495,"symmetric","4871",34
"50",50,1708,267.96,282.26,909.3,909.3,641.34,641.34,0.7053,16,-2568.86048207547,-2568.86048207547,7559.40363962264,1705,1721,"asymmetric","17081",6
"71",71,2398,586.78,604.16,1033.64,1033.64,446.86,446.86,0.4323,16,-2332.15515849056,-2332.15515849056,11589.155490566,2394,2410,"asymmetric","23981",41
"161",161,6620,55.6,94.73,117.74,106.235,50.63,50.635,0.4766,16,-533.756255094339,-533.756255094339,1272.26215358491,6615,6631,"symmetric","66201",9
"226",226,9333,591.22,949.44,1235.91,1092.675,501.46,501.455,0.4589,16,-4025.50541320755,-4025.50541320755,14550.0176037736,9322,9338,"symmetric","93331",16
"277",277,11225,658.13,766.62,1158.53,962.575,304.45,304.445,0.3163,16,-2903.46578490566,-2903.46578490566,13460.3149245283,11220,11236,"symmetric","112251",37
"307",307,12363,514.53,793.25,1433.52,1113.385,598.86,598.855,0.5379,16,-6604.98513962264,-6604.98513962264,12322.6018471698,12352,12368,"symmetric","123631",34
"357",357,14283,344.94,595.29,1329.76,962.525,617.58,617.585,0.6416,16,-7626.54565188679,-7626.54565188679,8736.4358490566,14279,14295,"symmetric","142831",23
"408",408,15570,179.35,250.82,445.67,348.245,168.9,168.895,0.485,16,-1832.27601226415,-1832.27601226415,4087.86542830189,15564,15580,"symmetric","155701",57
"605",605,26213,299.99,367.26,361.66,364.46,64.47,64.47,0.1769,16,-642.155790566037,-642.155790566037,5553.66812264151,26206,26222,"symmetric","262131",21
"614",614,26698,88.17,152.37,178.52,165.445,77.27,77.275,0.467,16,-607.130714716981,-607.130714716981,2205.43450981132,26694,26710,"symmetric","266981",61
"647",647,28163,102.5,171.36,209.56,190.46,87.96,87.96,0.4618,16,-812.660619056604,-812.660619056604,2425.15930075472,28158,28174,"symmetric","281631",18
"706",706,30700,321.53,416.17,1155.17,1155.17,833.64,833.64,0.7217,16,-3879.42273679245,-3879.42273679245,9476.97885849057,30695,30711,"asymmetric","307001",10
"720",720,30933,53.73,93.58,187.06,140.32,86.59,86.59,0.6171,16,-801.469233679245,-801.469233679245,1584.00412641509,30925,30941,"symmetric","309331",22
"755",755,32490,229.75,630.42,317.71,474.065,244.31,244.315,0.5154,16,-1601.56014622641,-1601.56014622641,6457.52187169811,32481,32497,"symmetric","324901",15
"868",868,38875,416.68,525.39,839.29,682.34,265.66,265.66,0.3893,16,-3274.8386009434,-3274.8386009434,8324.93910566038,38866,38882,"symmetric","388751",38
"983",983,46156,407.11,595.46,592.75,594.105,187,186.995,0.3148,16,-1771.78644339623,-1771.78644339623,8327.98604716981,46146,46162,"symmetric","461561",48
"1034",1034,48122,363.59,984.26,935.02,959.64,596.05,596.05,0.6211,16,-4576.60017169811,-4576.60017169811,11737.278,48114,48130,"symmetric","481221",11
"1187",1187,54020,143.84,335.55,330.79,333.17,189.33,189.33,0.5683,16,-2378.21588490566,-2378.21588490566,3285.65041132075,54009,54025,"symmetric","540201",21
"1191",1191,54524,793.52,867.26,985.19,926.225,132.71,132.705,0.1433,16,-510.919777358491,-510.919777358491,15234.8393716981,54520,54536,"symmetric","545241",295
"1220",1220,56349,124.66,170.8,275.81,223.305,98.65,98.645,0.4418,16,-1035.4558754717,-1035.4558754717,2760.71170754717,56344,56360,"symmetric","563491",35
"1260",1260,62319,241.29,496.75,332.16,414.455,173.17,173.165,0.4178,16,-1971.85910943396,-1971.85910943396,5073.93061132075,62313,62329,"symmetric","623191",206
"1265",1265,62564,532.95,725.25,1260.61,992.93,459.98,459.98,0.4633,16,-5433.61122169811,-5433.61122169811,11446.2490245283,62552,62568,"symmetric","625641",161
"1268",1268,62744,557.35,879.76,1692.36,1286.06,728.71,728.71,0.5666,16,-9611.99255377359,-9611.99255377359,12250.9760773585,62737,62753,"symmetric","627441",15
"1535",1535,76810,354.78,434.12,492.01,463.065,108.29,108.285,0.2339,16,-1010.83244433962,-1010.83244433962,6861.3115754717,76804,76820,"symmetric","768101",20
"1575",1575,77989,142.46,217.28,272.48,244.88,102.42,102.42,0.4182,16,-1039.87693018868,-1039.87693018868,3123.05763396226,77986,78002,"symmetric","779891",23
"1680",1680,81347,399.07,784.51,1218.03,1001.27,602.2,602.2,0.6014,16,-5338.23510566038,-5338.23510566038,11683.3234924528,81339,81355,"symmetric","813471",16
"1768",1768,84382,234.72,337.38,639.13,488.255,253.54,253.535,0.5193,16,-2149.73033773585,-2149.73033773585,6150.56007735849,84370,84386,"symmetric","843821",18
"1870",1870,91741,477.78,822.84,604.69,713.765,235.99,235.985,0.3306,16,-1709.18500754717,-1709.18500754717,10424.8044679245,91728,91744,"symmetric","917411",19
"1957",1957,95098,227.84,263.96,233.33,248.645,20.8,20.805,0.0837,16,-134.684193396226,-134.684193396226,4092.27899433962,95086,95102,"symmetric","950981",15
"2011",2011,96923,1431.14,1531.22,1543.32,1537.27,106.13,106.13,0.069,16,-1167.24795283019,-1167.24795283019,24966.3139811321,96914,96930,"symmetric","969231",26
"2012",2012,96951,495.03,842.97,1414.86,1128.915,633.88,633.885,0.5615,16,-7616.48984150943,-7616.48984150943,11575.0299396226,96945,96961,"symmetric","969511",28
"2134",2134,103099,308.75,588.79,365.89,477.34,168.59,168.59,0.3532,16,-357.49771981132,-357.49771981132,7757.27427735849,103085,103101,"symmetric","1030991",20
"2274",2274,111163,364.58,894.04,472.87,683.455,318.87,318.875,0.4666,16,-3006.02699150943,-3006.02699150943,8612.71751886792,111152,111168,"symmetric","1111631",33
